path|romaji
botchan-by-soseki-natsume-2-01193|kubi wo kukutsu te shin jimawa a . ( sore de ne ,
botchan-by-soseki-natsume-2-01194|seito ha kun no rai ta no wo taihen kangei shi te iru n da ga ,
botchan-by-soseki-natsume-2-01195|soko ni ha iroiro na jijou ga atsu te ne . kun mo hara no tatsu koto mo aru darou ga ,
botchan-by-soseki-natsume-2-01196|koko ga gaman da to omotsu te , shinbou shi te kure ta mae . kesshite
botchan-by-soseki-natsume-2-01197|kun no tame ni nara nai you na koto ha shi nai kara
botchan-by-soseki-natsume-2-01198|) ( iroiro no jijou ta , donna jijou desu ) ( sore ga sukoshi komiitsutsu teru n da ga ,
botchan-by-soseki-natsume-2-01199|maa dandan wakari masu yo . boku ga hanasa nai de mo
botchan-by-soseki-natsume-2-01200|shizen to watsu te kuru desu , ne yoshikawa kun
botchan-by-soseki-natsume-2-01201|) ( ee nakanaka komiitsutsu te masu kara ne .
botchan-by-soseki-natsume-2-01202|itchou isseki nya toutei wakari mase n . shikashi dandan wakari masu ,
botchan-by-soseki-natsume-2-01203|boku ga hanasa nai de mo shizen to watsu te kuru desu
botchan-by-soseki-natsume-2-01204|) to no da ha aka shatsu to onaji you na koto wo iu .
botchan-by-soseki-natsume-2-01205|( sonna mendou na jijou nara kika naku te mo ii n desu ga ,
botchan-by-soseki-natsume-2-01206|anata no hou kara hanashi dashi ta kara ukagau n desu ) ( sorya go mottomo da . kotchi de kuchi wo kitsu te ,
botchan-by-soseki-natsume-2-01207|ato wo tsuke nai no ha mu sekinin desu ne . sore ja kore dake no koto wo itsu te oki mashou .
botchan-by-soseki-natsume-2-01208|anata ha shitsurei nagara , mada gakkou wo sotsugyou shi tate de ,
botchan-by-soseki-natsume-2-01209|kyoushi ha hajime te no , keiken de aru . tokoro ga gakkou to iu mono ha
botchan-by-soseki-natsume-2-01210|nakanaka joujitsu no aru mono de , sou shosei ryuu ni tanpaku ni ha yuka nai desu kara ne
botchan-by-soseki-natsume-2-01211|) ( tanpaku ni ika nakere ba , donna kaze ni iku n desu
botchan-by-soseki-natsume-2-01212|) ( saa kun ha sou sotchoku da kara , mada keiken ni toboshii to iu n desu ga ne
botchan-by-soseki-natsume-2-01213|… … ) ( douse keiken ni ha toboshii hazu desu . ri reki sho ni mo kai toki mashi ta ga nijuu san nen shi kegatsu desu kara
botchan-by-soseki-natsume-2-01214|) ( sa , soko de omowa nu hen kara jouze rareru koto ga aru n desu
botchan-by-soseki-natsume-2-01215|) ( shoujiki ni shi te ire ba dare ga jouji tatte kowaku ha nai desu
botchan-by-soseki-natsume-2-01216|) ( muron kowaku ha nai , kowaku ha nai ga , jouze rareru .
botchan-by-soseki-natsume-2-01217|genni kun no zennin mono ga yara re ta n da kara , ki wo tsuke nai to ike nai to iu n desu
botchan-by-soseki-natsume-2-01218|) no da ga otonashiku natsu ta na to ki ga tsui te , furimui te miru to ,
botchan-by-soseki-natsume-2-01219|itsu shi ka tomo no hou de sendou to tsuri no hanashi wo shi te iru .
botchan-by-soseki-natsume-2-01220|no da ga kyo nai n de yoppodo hanashi yoku natsu ta .
botchan-by-soseki-natsume-2-01221|( boku no zennin mono ga , dare ni jouze rare ta n desu
botchan-by-soseki-natsume-2-01222|) ( dare to sasu to , sono nin no meiyo ni kankei suru kara ie nai .
botchan-by-soseki-natsume-2-01223|mata hanzen to shouko no nai koto da kara iu to kotchi no ochido ni naru . tonikaku ,
botchan-by-soseki-natsume-2-01224|sekkaku kun ga rai ta mon da kara , koko de shippai shi cha boku ra mo kun wo yon da kai ga nai .
botchan-by-soseki-natsume-2-01225|dou ka ki wo tsuke te kure ta mae ) ( ki wo tsukero ttatte , kore yori ki no tsukeyou ha ari mase n .
botchan-by-soseki-natsume-2-01226|warui koto wo shi nakerya ii n deshou ) aka shatsu ha hoho hoho to waratsu ta .
botchan-by-soseki-natsume-2-01227|betsudan ore ha warawa reru you na koto wo itsu ta oboe ha nai .
botchan-by-soseki-natsume-2-01228|konnichi tadaima ni itaru made kore de ii to kataku shinji te iru .
botchan-by-soseki-natsume-2-01229|kangae te miru to seken no dai bubun no nin ha
botchan-by-soseki-natsume-2-01230|waruku naru koto wo shourei shi te iru you ni omou .
botchan-by-soseki-natsume-2-01231|waruku nara nakere ba shakai ni seikou ha shi nai mono to shinji te iru rashii .
botchan-by-soseki-natsume-2-01232|tamani shoujiki na junsui na nin wo miru to ,
botchan-by-soseki-natsume-2-01233|botsu chan da no kozou da no to nankuse wo tsuke te keibetsu suru .
botchan-by-soseki-natsume-2-01234|sore ja shou gakkou ya naka gakkou de uso wo tsuku na ,
botchan-by-soseki-natsume-2-01235|shoujiki ni shiro tori n ri no sensei ga oshie nai hou ga ii . isso omoikitsu te
botchan-by-soseki-natsume-2-01236|gakkou de uso wo tsuku hou to ka , nin wo shinji nai jutsu to ka , nin wo noseru saku wo kyouju suru hou ga , yo no tame ni mo tounin no tame ni mo naru darou .
botchan-by-soseki-natsume-2-01237|aka shatsu ga hoho hoho to waratsu ta no ha , ore no tanjun na no wo waratsu ta no da .
botchan-by-soseki-natsume-2-01238|tanjun ya makotoritsu ga warawa reru yononaka ja shiyou ga nai .
botchan-by-soseki-natsume-2-01239|kiyoshi ha konna toki ni kesshite waratsu ta koto ha nai . ooini kanshin shi te kii ta mon da .
botchan-by-soseki-natsume-2-01240|kiyoshi no hou ga aka shatsu yori yoppodo joutou da .
botchan-by-soseki-natsume-2-01241|( muron warui koto wo shi nakere ba yoi n desu ga , jibun dake warui koto wo shi nakutsu te mo ,
botchan-by-soseki-natsume-2-01242|nin no warui no ga wakara nakutsu cha , yappari hidoi me ni au deshou .
botchan-by-soseki-natsume-2-01243|yononaka ni ha rairaku na you ni mie te mo , tanpaku na you ni mie te mo ,
botchan-by-soseki-natsume-2-01244|shinsetsu ni geshuku no sewa nanka shi te kure te mo ,
botchan-by-soseki-natsume-2-01245|metta ni yudan no deki nai no ga ari masu kara … … .
botchan-by-soseki-natsume-2-01246|ooita samuku natsu ta . mou aki desu ne ,
botchan-by-soseki-natsume-2-01247|hama no hou ha moya de sepiya shoku ni natsu ta . ii keshiki da . oi ,
botchan-by-soseki-natsume-2-01248|yoshikawa kun dou da i , ano hama no keshiki ha
botchan-by-soseki-natsume-2-01249|… … ) to ookina koe wo dashi te no da wo yon da . na aru hodo korya kizetsu desu ne .
botchan-by-soseki-natsume-2-01250|jikan ga aru to shasei suru n da ga , oshii desu ne ,
botchan-by-soseki-natsume-2-01251|kono mama ni shi te oku no ha to no da ha ooini tataku .
botchan-by-soseki-natsume-2-01252|minato ya no ni kai ni tomoshibi ga ichi tsu tsui te ,
botchan-by-soseki-natsume-2-01253|kisha no fue ga hyuu to naru toki , ore no joutsu te i ta fune ha
botchan-by-soseki-natsume-2-01254|i sono suna he za guri to , hesaki wo tsuki kon de ugoka naku natsu ta .
botchan-by-soseki-natsume-2-01255|osouu o kaeri to , kami san ga , hama ni tatsu te aka shatsu ni aisatsu suru . ore ha
botchan-by-soseki-natsume-2-01256|funabata kara , yatto kake goe wo shi te iso he tobikudari ta . shou owari
botchan-by-soseki-natsume-2-01257|roku no da ha daikirai da .
botchan-by-soseki-natsume-2-01258|konna yatsu ha takuan ishi wo tsuke te umi no soko he shizume chimau hou ga nippon no tame da .
botchan-by-soseki-natsume-2-01259|aka shatsu ha koe ga ki ni kuwa nai .
botchan-by-soseki-natsume-2-01260|are ha mochimae no koe wo wazato kidotsu te
botchan-by-soseki-natsume-2-01261|anna yasashii you ni mise teru n darou .
botchan-by-soseki-natsume-2-01262|ikura kidotsu tatte , ano men ja dame da .
botchan-by-soseki-natsume-2-01263|horeru mono ga atsu ta tte madonna gurai na mono da .
botchan-by-soseki-natsume-2-01264|shikashi kyoutou dake ni no da yori muzukashii koto wo iu .
botchan-by-soseki-natsume-2-01265|uchi he kaetsu te , aitsu no moushijou wo kangae te miru to ichiou mottomo no you de mo aru .
botchan-by-soseki-natsume-2-01266|hakkiri to shi ta koto ha unwa nai kara , kentou ga tsuki kaneru ga ,
botchan-by-soseki-natsume-2-01267|nani de mo yamaarashi ga yoku nai yatsu da kara youjin shiro to iu no rashii .
botchan-by-soseki-natsume-2-01268|sore nara sou to hakkiri dangen suru ga ii , otoko rashiku mo nai .
botchan-by-soseki-natsume-2-01269|sou shi te , sonna warui kyoushi nara , hayaku men shoku sashi tara yokarou .
botchan-by-soseki-natsume-2-01270|kyoutou nante bungaku samurai no kuse ni iku ji no nai mon da .
botchan-by-soseki-natsume-2-01271|kageguchi wo kiku no de sae , kouzen to namae ga ie nai kurai na otoko da kara , yowamushi ni kimatsu teru .
botchan-by-soseki-natsume-2-01272|yowamushi ha shinsetsu na mono da kara , ano aka shatsu mo onna no you na shinsetsu mono na n darou .
botchan-by-soseki-natsume-2-01273|shinsetsu ha shinsetsu , koe ha koe da kara , koe ga ki ni ira nai tte , shinsetsu wo mu ni shi cha suji ga chigau .
botchan-by-soseki-natsume-2-01274|sore ni shi te mo yononaka ha fushigi na mono da , mushi no suka nai yatsu ga shinsetsu de , ki no atsu ta tomodachi ga warumono da nante ,
botchan-by-soseki-natsume-2-01275|nin wo baka ni shi te iru . ookata inaka da kara banji toukyou nosaka ni iku n darou .
botchan-by-soseki-natsume-2-01276|bussou na tokoro da . ima ni kaji ga kooritsu te , ishi ga toufu ni naru ka mo shire nai .
botchan-by-soseki-natsume-2-01277|shikashi , ano yamaarashi ga seito wo sendou suru nante , itazura wo shi sou mo nai ga na .
botchan-by-soseki-natsume-2-01278|ichiban jinbou no aru kyoushi da to iu kara ,
botchan-by-soseki-natsume-2-01279|yarou to omotsu tara taitei no koto ha dekiru ka mo shire nai ga ,
botchan-by-soseki-natsume-2-01280|-   dai ichi sonna mawarikudoi koto wo shi nai de mo ,
botchan-by-soseki-natsume-2-01281|jika ni ore wo tsuramae te kenka wo fukikakerya tesuu ga habukeru wake da . ore ga jama ni naru nara ,
botchan-by-soseki-natsume-2-01282|mi ha kore kore da , jama da kara jishoku shi te kure to unya , yosa sou na mon da .
botchan-by-soseki-natsume-2-01283|mono ha soudan zuku de dou de mo naru .
botchan-by-soseki-natsume-2-01284|mukou no ii jou ga mottomo nara , ashita ni de mo jishoku shi te yaru .
botchan-by-soseki-natsume-2-01285|koko bakari kome ga dekiru wake de mo aru mai . doko no hate he itsu tatte , no tare ji ni ha shi nai tsumori da .
botchan-by-soseki-natsume-2-01286|yamaarashi mo yoppodo hanase nai yatsu da na .
botchan-by-soseki-natsume-2-01287|koko he rai ta toki dai ichi ban ni kourimizu wo ogotsu ta no ha yamaarashi da .
botchan-by-soseki-natsume-2-01288|sonna uraomote no aru yatsu kara , kourimizu de mo shatsu te moratsu cha , ore no kao ni kakawaru .
botchan-by-soseki-natsume-2-01289|ore ha tatta ichipai shika noma nakatsu ta kara ichi sen go rin shika harawa shi cha nai .
botchan-by-soseki-natsume-2-01290|shikashi ichi sen darou ga go rin darou ga , sa gishi no on ni natsu te ha ,
botchan-by-soseki-natsume-2-01291|shinu made kokoromochi ga yoku nai . ashita gakkou he itsu tara , ichi sen go rin kaeshi te okou .
botchan-by-soseki-natsume-2-01292|ore ha kiyo kara san en kari te iru . sono san en ha go nen tatsu ta kyou made mada kaesa nai .
botchan-by-soseki-natsume-2-01293|kaese nai n ja nai . kaesa nai n da . kiyoshi ha ima ni kaesu darou nado to ,
botchan-by-soseki-natsume-2-01294|karisome ni mo ore no kai chuu wo ate ni shi te ha i nai .
botchan-by-soseki-natsume-2-01295|ore mo ima ni kaesou nado to tanin gamashii giri tate ha shi nai tsumori da .
botchan-by-soseki-natsume-2-01296|kotchi ga konna shinpai wo sure ba suru hodo kiyoshi no kokoro wo giguru you na mono de ,
botchan-by-soseki-natsume-2-01297|kiyoshi no utsukushii kokoro ni kechi wo tsukeru to onaji koto ni naru .
botchan-by-soseki-natsume-2-01298|kaesa nai no ha kiyoshi wo fumitsukeru no ja nai , kiyoshi wo ore no kataware to omou kara da .
botchan-by-soseki-natsume-2-01299|kiyoshi to yamaarashi to ha motoyori kurabemono ni nara nai ga ,
botchan-by-soseki-natsume-2-01300|tatoi kourimizu darou ga , amacha darou ga ,
botchan-by-soseki-natsume-2-01301|tanin kara megumi wo uke te , damatsu te iru no ha
botchan-by-soseki-natsume-2-01302|mukou wo hitokado no ningen to mitate te , sono ningen ni taisuru koui no shosa da .
botchan-by-soseki-natsume-2-01303|warimae wo dase ba sore dake no koto de sumu tokoro wo , kokoro no uchi de arigatai to on ni kiru no ha zenikane de kaeru henrei ja nai .
botchan-by-soseki-natsume-2-01304|mui mukan de mo ichininmae no dokuritsu shi ta ningen da .
botchan-by-soseki-natsume-2-01305|dokuritsu shi ta ningen ga atama wo sageru no ha hyaku man ryou yori tattoi o rei to omowa nakere ba nara nai .
botchan-by-soseki-natsume-2-01306|ore ha kore de mo yamaarashi ni ichi sen go rin funpatsu sa se te ,
botchan-by-soseki-natsume-2-01307|hyaku man ryou yori mikoto to i henrei wo shi ta ki de iru .
botchan-by-soseki-natsume-2-01308|yamaarashi ha arigatai to omotsu te shikaru beki da .
botchan-by-soseki-natsume-2-01309|sore ni ura he mawatsu te hiretsu na furumai wo suru to ha
botchan-by-soseki-natsume-2-01310|keshikara n yarou da . ashita itsu te ichi sen go rin kaeshi te shimae ba
botchan-by-soseki-natsume-2-01311|kari mo kashi mo nai . sou shi te oi te kenka wo shi te yarou .
botchan-by-soseki-natsume-2-01312|ore ha koko made kangae tara , nemuku natsu ta kara guuguu ne te shimatsu ta .
botchan-by-soseki-natsume-2-01313|akurunichi ha omou shisai ga aru kara , reikoku yori sou ya me ni shukkou shi te yamaarashi wo machiuke ta .
botchan-by-soseki-natsume-2-01314|tokoro ga nakanaka shutsu te rai nai . uranari ga shutsu te kuru .
botchan-by-soseki-natsume-2-01315|kangaku no sensei ga shutsu te kuru . no da ga shutsu te kuru .
botchan-by-soseki-natsume-2-01316|shimai ni ha aka shatsu made shutsu te rai ta ga yamaarashi no tsukue no ue ha
botchan-by-soseki-natsume-2-01317|haku boku ga ichi hon tate ni ne te iru dake de kansei na mono da .
botchan-by-soseki-natsume-2-01318|ore ha , hikae jo he hairu ya hi ya kaesou to omotsu te , uchi wo deru toki kara , yusen no you ni tenohira he ire te ichi sen go rin , gakkou made ni gitsu te rai ta .
botchan-by-soseki-natsume-2-01319|ore ha a buratsu te da kara , hirake te miru to ichi sen go rin ga ase wo kai te iru . ase wo kai teru sen wo kaeshi cha ,
botchan-by-soseki-natsume-2-01320|yamaarashi ga nani to ka iu darou to omotsu ta kara , tsukue no ue he oi te fuufuu fui te mata nigitsu ta .
botchan-by-soseki-natsume-2-01321|tokoro he aka shatsu ga rai te kinou ha shikkei , meiwaku deshi tarou to itsu ta kara ,
botchan-by-soseki-natsume-2-01322|meiwaku ja ari mase n , oin de hara ga heri mashi ta to kotae ta .
botchan-by-soseki-natsume-2-01323|suru to aka shatsu ha yamaarashi no tsukue no ue he hiji wo tsui te ,
botchan-by-soseki-natsume-2-01324|ano bandai zura wo ore no hana no sokumen he motsu te rai ta kara , nani wo suru ka to omotsu tara ,
botchan-by-soseki-natsume-2-01325|kun kinou kaeri gake ni fune no naka de hanashi ta koto ha , himitsu ni shi te kure ta mae .
botchan-by-soseki-natsume-2-01326|mada dare ni mo hanashi yashi masu mai ne to itsu ta .
botchan-by-soseki-natsume-2-01327|onna no you na koe wo dasu dake ni shinpai sei na otoko to mieru .
botchan-by-soseki-natsume-2-01328|hanasa nai koto ha tashika de aru . shikashi kore kara hanasou to iu kokoromochi de , sudeni ichi
botchan-by-soseki-natsume-2-01329|sen go rin tenohira ni youi shi te iru kurai da kara ,
botchan-by-soseki-natsume-2-01330|koko de aka shatsu kara kuchidomeme wo sa re cha , chito komaru .
botchan-by-soseki-natsume-2-01331|aka shatsu mo aka shatsu da . yamaarashi to mei wo sasa nai ni shiro ,
botchan-by-soseki-natsume-2-01332|are hodo suisatsu no dekiru nazo wo kake te oki nagara , imasara sono nazo wo toi cha meiwaku da to ha
botchan-by-soseki-natsume-2-01333|kyoutou to mo omoe nu mu sekinin da . ganrai nara
botchan-by-soseki-natsume-2-01334|ore ga yamaarashi to sensou wo hajimete shinogi wo kezutsu teru mannaka he shutsu te doudou to ore no kata wo motsu beki da .
botchan-by-soseki-natsume-2-01335|sore de koso ichi kou no kyoutou de , aka shatsu wo chaku te iru shui mo tatsu to iu mon da . ore ha kyoutou ni mukatsu te ,
botchan-by-soseki-natsume-2-01336|mada dare ni mo hanasa nai ga , kore kara yamaarashi to danpan suru tsumori da to itsu tara , aka shatsu ha ooini roubai shi te ,
botchan-by-soseki-natsume-2-01337|kun sonna muhou na koto wo shi cha komaru . boku ha hotta kun no koto ni tsui te ,
botchan-by-soseki-natsume-2-01338|betsudan kun ni nani mo meigen shi ta oboe ha nai n da kara
botchan-by-soseki-natsume-2-01339|-   kun ga moshi koko de ranbou wo hatarai te kureru to , boku ha hijou ni meiwaku suru .
botchan-by-soseki-natsume-2-01340|kun ha gakkou ni sou dou wo okosu tsumori de rai ta n ja nakarou to
botchan-by-soseki-natsume-2-01341|myou ni joushiki wo hazure ta shitsumon wo suru kara , atarimae desu ,
botchan-by-soseki-natsume-2-01342|gekkyuu wo moratsu tari , soudou wo okoshi tari shi cha , gakkou no hou de mo komaru deshou to itsu ta .
botchan-by-soseki-natsume-2-01343|suru to aka shatsu ha sore ja kinou no koto ha kun no sankou dake ni tome te , kougai shi te kureru na to ase wo kai te irai ni oyobu kara ,
botchan-by-soseki-natsume-2-01344|yoroshii , boku mo komaru n da ga , sonna ni anata ga meiwaku nara yoshi mashou to ukeatsu ta .
botchan-by-soseki-natsume-2-01345|kun daijoubu ka i to aka shatsu ha nen wo oshi ta .
botchan-by-soseki-natsume-2-01346|doko made onna rashii n da ka okuyuki ga wakara nai .
botchan-by-soseki-natsume-2-01347|bungaku samurai nante , minna anna renchuu nara tsumara n mono da .
botchan-by-soseki-natsume-2-01348|tsujitsuma no awa nai , ronri ni kake ta chuumon wo shi te ten zen to shi te iru .
botchan-by-soseki-natsume-2-01349|shikamo kono ore wo gigutsu teru . habakari nagara otoko da .
botchan-by-soseki-natsume-2-01350|ukeatsu ta koto wo ura he mawatsu te hogo ni suru you na samoshii ryou ken ha motsu teru mon ka . tokoro he ryou
botchan-by-soseki-natsume-2-01351|donari no tsukue no shoyuu shu mo shukkou shi ta n de , aka shatsu ha sousou jibun no seki he kaetsu te itsu ta .
botchan-by-soseki-natsume-2-01352|aka shatsu ha aruki hou kara kidotsu teru . heya no naka wo ourai suru no de mo ,
botchan-by-soseki-natsume-2-01353|oto wo tate nai you ni kutsu no soko wo sotto otosu .
botchan-by-soseki-natsume-2-01354|oto wo tate nai dearuku no ga jiman ni naru mon da to ha , kono toki kara hajime te shitsu ta .
botchan-by-soseki-natsume-2-01355|dorobou no keiko ja aru mai shi , atarimae ni suru ga ii .
botchan-by-soseki-natsume-2-01356|yagate shigyou no rappa ga natsu ta . yamaarashi ha toutou shutsu te rai nai . shikata ga nai kara ,
botchan-by-soseki-natsume-2-01357|ichi sen go rin wo tsukue no ue he oi te kyoujou he dekake ta .
botchan-by-soseki-natsume-2-01358|jugyou no tsugou de ichi jikan me ha sukoshi okure te , hikae tokoro he kaetsu tara , hoka no kyoushi ha minna tsukue wo hikae te hanashi wo shi te iru .
